,Recipient Number,Project Number,Project Status,Amount Recovered,Project Type,Commitment Date,Completion Date,Disbursements to Date,Type of Disbursement,Interest Rate,Eligible Project Costs from Related Public Dollars,Eligible Project Costs from 3rd Party Public Dollars,Eligible Project Costs from Related Private Dollars,Eligible Project Costs from 3rd Party Private Dollars,Total Eligible Project Costs,Total Project Costs,Project Address,Project City,Project State,Project Zip Code (5),Additional Locations,EDA Type,EDA Square Footage,First-Time Homebuyer,Homebuyer Income Category,Development Activity Project Number,Mask Geocoded Census Tract FIPS_x,Mask Geocoded Census Tract FIPS Location_x,Use of Funds,Amount of committed CMF Investment,Date Funds Committed,Stage of Investment,Disbursement Status,Date of First Disbursement,Date of Full Disbursement,Completed Rental Units,Completed Owner Occupied,Rental - Number of Projected Income Eligible Units,Rental - Total Number of Projected Units,Rental - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Completed: Very Low-Income Occupants,Rental - Number of Cumulative Units Completed: Low-Income Occupants,Rental - Number of Cumulative Units Completed: Other Eligible Occupants,Rental - Number of Cumulative Units Completed: Non-Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Rental - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Very Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Other Eligible Occupants,Rental - Number of Cumulative Units Occupied: Non-Eligible Occupants,Use of Low-Income Housing Tax Credit Dollars,Owner-Occupied - Number of Projected Income Eligible Units,Owner-Occupied - Total Number of Projected Units,Owner-Occupied - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Very Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Completed: Non-Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Very Low-Income Occupants,Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Non-Eligible Occupants,Owner-Occupied - Number of Units Sold to First-Time Homebuyers: Extremely Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Very Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Other Eligible Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Non-Eligible Homebuyers,Owner-Occupied - Minimum Sales Price,Owner-Occupied - Maximum Sales Price,new_index,Coordinates
692,19,300.16999999999985,Complete,,SF - New Development,2013-07-11,2016-06-29 00:00:00,6000,Debt,0.02,,,,,124605.11,124605.11,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.16999999999985,POINT (-81.35355 26.46819)
693,19,300.17999999999984,Complete,,SF - New Development,2013-07-11,2016-06-29 00:00:00,6000,Debt,0.02,,,,,102198.21,102198.21,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.17999999999984,POINT (-81.35355 26.46819)
694,19,300.1899999999998,Complete,,SF - New Development,2013-07-11,2016-06-29 00:00:00,6000,Debt,0.02,,,,,102198.21,102198.21,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.1899999999998,POINT (-81.35355 26.46819)
695,19,300.1999999999998,Complete,,SF - New Development,2013-07-11,2016-06-10 00:00:00,6000,Debt,0.02,,,,,86209.27,86209.27,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.1999999999998,POINT (-81.35355 26.46819)
696,19,300.2099999999998,Complete,,SF - New Development,2013-07-11,2016-05-24 00:00:00,6000,Debt,0.02,,,,,96706.04,96706.04,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.2099999999998,POINT (-81.35355 26.46819)
697,19,300.2199999999998,Complete,,SF - New Development,2013-07-11,2016-06-14 00:00:00,6000,Debt,0.02,,,,,100740.17,100740.17,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.2199999999998,POINT (-81.35355 26.46819)
698,19,300.2299999999998,Complete,,SF - New Development,2013-07-11,2016-06-14 00:00:00,6000,Debt,0.02,,,,,97811.28,97811.28,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.2299999999998,POINT (-81.35355 26.46819)
699,19,300.2399999999998,Complete,,SF - New Development,2013-07-11,2016-05-06 00:00:00,6000,Debt,0.02,,,,,127938.68,127938.68,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.2399999999998,POINT (-81.35355 26.46819)
700,19,300.2499999999998,Complete,,SF - New Development,2013-07-11,2016-02-15 00:00:00,6000,Debt,0.02,,,,,102574.16,102574.16,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.2499999999998,POINT (-81.35355 26.46819)
701,19,300.25999999999976,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,106890.49,106890.49,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.25999999999976,POINT (-81.35355 26.46819)
702,19,300.26999999999975,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,107302.57,107302.57,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.26999999999975,POINT (-81.35355 26.46819)
703,19,300.27999999999975,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,107490.02,107490.02,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.27999999999975,POINT (-81.35355 26.46819)
704,19,300.28999999999974,Complete,,SF - New Development,2013-07-11,2015-12-21 00:00:00,6000,Debt,0.02,,,,,103164.36,103164.36,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.28999999999974,POINT (-81.50127999999999 26.46732)
705,19,300.2999999999997,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,106003.41,106003.41,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.2999999999997,POINT (-81.50127999999999 26.46732)
706,19,300.3099999999997,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,109286.38,109286.38,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.3099999999997,POINT (-81.50127999999999 26.46732)
707,19,300.3199999999997,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,110215.72,110215.72,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.3199999999997,POINT (-81.50127999999999 26.46732)
708,19,300.3299999999997,Complete,,SF - New Development,2013-07-11,2015-12-21 00:00:00,6000,Debt,0.02,,,,,99577.9,99577.9,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.3299999999997,POINT (-81.50127999999999 26.46732)
709,19,300.3399999999997,Complete,,SF - New Development,2013-07-11,2015-12-21 00:00:00,6000,Debt,0.02,,,,,99073.57,99073.57,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.3399999999997,POINT (-81.50127999999999 26.46732)
710,19,300.3499999999997,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,99301.14,99301.14,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.3499999999997,POINT (-81.50127999999999 26.46732)
711,19,300.3599999999997,Complete,,SF - New Development,2013-07-11,2015-12-21 00:00:00,6000,Debt,0.02,,,,,101196.43,101196.43,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.3599999999997,POINT (-81.50127999999999 26.46732)
712,19,300.36999999999966,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,106483.84,106483.84,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.36999999999966,POINT (-81.35355 26.46819)
713,19,300.37999999999965,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,105976.73,105976.73,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.37999999999965,POINT (-81.35355 26.46819)
714,19,300.38999999999965,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,106918.67,106918.67,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.38999999999965,POINT (-81.35355 26.46819)
715,19,300.39999999999964,Complete,,SF - New Development,2013-07-11,2015-12-22 00:00:00,6000,Debt,0.02,,,,,105755.34,105755.34,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011400,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.39999999999964,POINT (-81.35355 26.46819)
716,19,300.4099999999996,Complete,,SF - New Development,2013-07-11,2014-12-10 00:00:00,6000,Debt,0.02,,,,,92236.01,92236.01,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4099999999996,POINT (-81.50127999999999 26.46732)
717,19,300.4199999999996,Complete,,SF - New Development,2013-07-11,2014-07-31 00:00:00,6000,Debt,0.02,,,,,100273.96,100273.96,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4199999999996,POINT (-81.50127999999999 26.46732)
718,19,300.4299999999996,Complete,,SF - New Development,2013-07-11,2015-08-31 00:00:00,6000,Debt,0.02,,,,,109724.12,109724.12,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4299999999996,POINT (-81.50127999999999 26.46732)
719,19,300.4399999999996,Complete,,SF - New Development,2013-07-11,2015-06-16 00:00:00,6000,Debt,0.02,,,,,98187.4,98187.4,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4399999999996,POINT (-81.50127999999999 26.46732)
720,19,300.4499999999996,Complete,,SF - New Development,2013-07-11,2015-06-16 00:00:00,6000,Debt,0.02,,,,,99368.75,99368.75,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4499999999996,POINT (-81.50127999999999 26.46732)
721,19,300.4599999999996,Complete,,SF - New Development,2013-07-11,2015-06-16 00:00:00,6000,Debt,0.02,,,,,101898.82,101898.82,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4599999999996,POINT (-81.50127999999999 26.46732)
722,19,300.4699999999996,Complete,,SF - New Development,2013-07-11,2015-08-26 00:00:00,6000,Debt,0.02,,,,,86033.08,86033.08,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.4699999999996,POINT (-81.50127999999999 26.46732)
723,19,300.47999999999956,Complete,,SF - New Development,2013-07-11,2015-08-26 00:00:00,6000,Debt,0.02,,,,,85554.08,86033.08,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.47999999999956,POINT (-81.50127999999999 26.46732)
724,19,300.48999999999955,Complete,,SF - New Development,2013-07-11,2015-08-26 00:00:00,6000,Debt,0.02,,,,,90069.98999999999,90069.98999999999,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.48999999999955,POINT (-81.50127999999999 26.46732)
725,19,300.49999999999955,Complete,,SF - New Development,2013-07-11,2015-08-26 00:00:00,6000,Debt,0.02,,,,,90347.45999999999,90347.45999999999,exemption (b)(6),Immokalee,FL,34142,,,,,,,12021011302,"FL, Collier, Immokalee, 34142",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.300.49999999999955,POINT (-81.50127999999999 26.46732)
726,19,400,Partially Complete,,SF - New Development,2013-07-12,,0,Debt,0.02,,,,,6258000.0539000025,6533737.800000002,exemption (b)(6),Jacksonville,FL,32206,,,,,,,12031001300,"FL, Duval, Jacksonville, 32206",Affordable Housing,800000,2013-07-12 00:00:00,Investment,Fully Disbursed,2013-07-12 00:00:00,2013-07-12 00:00:00,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,135,135,46,23,0,0,0,4164551.7739000004,2093448.28,0,0,0,46,23,0,0,0,46,23,0,0,0,70000,108000,19.400,POINT (-81.65763 30.35855)
727,19,400.01,Complete,,SF - New Development,2013-07-12,2013-07-16 00:00:00,5925,Debt,0.02,,,,,89242.37999999999,94614.15,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.01,POINT (-81.68980999999999 30.3436)
728,19,400.02,Complete,,SF - New Development,2013-07-12,2013-07-22 00:00:00,5925,Debt,0.02,,,,,89555.45000000001,100134.24,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.02,POINT (-81.68980999999999 30.3436)
729,19,400.03,Complete,,SF - New Development,2013-07-12,2013-11-25 00:00:00,5925,Debt,0.02,,,,,73904.45999999999,76131.23,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.03,POINT (-81.68980999999999 30.3436)
730,19,400.03999999999996,Complete,,SF - New Development,2013-07-12,2013-10-11 00:00:00,5925,Debt,0.02,,,,,74735.97,87104.74,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.03999999999996,POINT (-81.68980999999999 30.3436)
731,19,400.04999999999995,Complete,,SF - New Development,2013-07-12,2013-07-10 00:00:00,5925,Debt,0.02,,,,,76153.73999999999,85590.51,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.04999999999995,POINT (-81.68980999999999 30.3436)
732,19,400.05999999999995,Complete,,SF - New Development,2013-07-12,2013-11-01 00:00:00,5925,Debt,0.02,,,,,64388.469999999994,82469.26,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.05999999999995,POINT (-81.68980999999999 30.3436)
733,19,400.06999999999994,Complete,,SF - New Development,2013-07-12,2013-07-18 00:00:00,5925,Debt,0.02,,,,,65490.259999999995,74923.03,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.06999999999994,POINT (-81.68980999999999 30.3436)
734,19,400.0799999999999,Complete,,SF - New Development,2013-07-12,2014-01-10 00:00:00,5925,Debt,0.02,,,,,83242.0,83242.0,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.0799999999999,POINT (-81.68980999999999 30.3436)
735,19,400.0899999999999,Complete,,SF - New Development,2013-07-12,2013-11-01 00:00:00,5925,Debt,0.02,,,,,80501.33,86752.26,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.0899999999999,POINT (-81.68980999999999 30.3436)
736,19,400.0999999999999,Complete,,SF - New Development,2013-07-12,2014-01-10 00:00:00,5925,Debt,0.02,,,,,84042.53,84042.53,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.0999999999999,POINT (-81.68980999999999 30.3436)
737,19,400.1099999999999,Complete,,SF - New Development,2013-07-12,2013-07-16 00:00:00,5925,Debt,0.02,,,,,73162.05,83031.82,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.1099999999999,POINT (-81.68980999999999 30.3436)
738,19,400.1199999999999,Complete,,SF - New Development,2013-07-12,2013-07-18 00:00:00,5925,Debt,0.02,,,,,77804.22,95033.99,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.1199999999999,POINT (-81.68980999999999 30.3436)
739,19,400.1299999999999,Complete,,SF - New Development,2013-07-12,2013-07-19 00:00:00,5925,Debt,0.02,,,,,96058.47,102521.24,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.1299999999999,POINT (-81.68980999999999 30.3436)
740,19,400.1399999999999,Complete,,SF - New Development,2013-07-12,2014-02-12 00:00:00,5925,Debt,0.02,,,,,93443.76,93443.76,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.1399999999999,POINT (-81.68980999999999 30.3436)
741,19,400.14999999999986,Complete,,SF - New Development,2013-07-12,2013-12-05 00:00:00,5925,Debt,0.02,,,,,79622.35,79622.35,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.14999999999986,POINT (-81.68980999999999 30.3436)
742,19,400.15999999999985,Complete,,SF - New Development,2013-07-12,2013-07-18 00:00:00,5925,Debt,0.02,,,,,81509.89,84101.68,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.15999999999985,POINT (-81.68980999999999 30.3436)
743,19,400.16999999999985,Complete,,SF - New Development,2013-07-12,2014-04-10 00:00:00,5925,Debt,0.02,,,,,92293.72,92293.72,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.16999999999985,POINT (-81.68980999999999 30.3436)
744,19,400.17999999999984,Complete,,SF - New Development,2013-07-12,2014-03-11 00:00:00,5925,Debt,0.02,,,,,99725.96,99725.96,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.17999999999984,POINT (-81.68980999999999 30.3436)
745,19,400.1899999999998,Complete,,SF - New Development,2013-07-12,2014-04-28 00:00:00,5925,Debt,0.02,,,,,96437.22,96437.22,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.1899999999998,POINT (-81.68980999999999 30.3436)
746,19,400.1999999999998,Complete,,SF - New Development,2013-07-12,2014-06-13 00:00:00,5925,Debt,0.02,,,,,92137.47,99814.56,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.1999999999998,POINT (-81.68980999999999 30.3436)
747,19,400.2099999999998,Complete,,SF - New Development,2013-07-12,2014-06-19 00:00:00,5925,Debt,0.02,,,,,99220.7,106897.79,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.2099999999998,POINT (-81.68980999999999 30.3436)
748,19,400.2199999999998,Complete,,SF - New Development,2013-07-12,2014-06-20 00:00:00,5925,Debt,0.02,,,,,88177.12000000001,95989.21,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.2199999999998,POINT (-81.68980999999999 30.3436)
749,19,400.2299999999998,Complete,,SF - New Development,2013-07-12,2014-06-20 00:00:00,5925,Debt,0.02,,,,,90225.08,97902.17,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.2299999999998,POINT (-81.68980999999999 30.3436)
